checkpoint,model,exercise,target,seed,criterion,criterion_name,target_bit,perturbation,n_test,n_mapped_joints,context_pressure,baseline_accuracy,baseline_correct_confidence,mapped_confidence_drop,random_confidence_drop,relative_evidence_sensitivity,random_drop_sd,mapped_spillover,split_offset
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,0,Balance (0.5 point) F,0,temporal_mean,33,12,0,0.7878787878787878,0.7725920081138611,0.41950151324272156,0.05958371236920357,0.3599177896976471,0.10582824051380157,0.0,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,1,Straight back (0.5) L,0,zero,33,6,7,0.6666666666666666,0.6632435917854309,-0.3078751564025879,0.03387242183089256,-0.34174758195877075,0.2375507652759552,0.15348850190639496,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,1,Straight back (0.5) L,0,temporal_mean,33,6,7,0.6666666666666666,0.6632435917854309,0.039550404995679855,-0.04999424144625664,0.08954464644193649,0.07684069871902466,0.13392934203147888,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,2,Full back leg extended (0.5 point) L,1,zero,33,6,53,0.42424242424242425,0.4153579771518707,0.10540243983268738,0.045384179800748825,0.06001826003193855,0.09901917725801468,0.25425663590431213,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,2,Full back leg extended (0.5 point) L,1,temporal_mean,33,6,53,0.42424242424242425,0.4153579771518707,0.33795082569122314,0.06301216036081314,0.2749386727809906,0.12538592517375946,0.1926247924566269,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,3,Slow reverse movement (0.5 point) L,1,zero,33,8,22,0.3939393939393939,0.4169674217700958,0.31785210967063904,0.08301422744989395,0.23483788967132568,0.11406496912240982,0.2249106913805008,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,3,Slow reverse movement (0.5 point) L,1,temporal_mean,33,8,22,0.3939393939393939,0.4169674217700958,-0.1579679548740387,0.05856674537062645,-0.21653470396995544,0.08631886541843414,0.17453984916210175,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,4,Support knee bend 15-20° (0.5 point) L,0,zero,33,6,9,0.696969696969697,0.7091574668884277,-0.19712460041046143,-0.10311947017908096,-0.09400513023138046,0.10859975963830948,0.26549357175827026,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s123.pt,fact,deadlift,00110,123,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,33,6,9,0.696969696969697,0.7091574668884277,-0.1619454175233841,-0.02001538686454296,-0.14193002879619598,0.10306521505117416,0.2190045714378357,159
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,0,Balance (0.5 point) F,0,zero,33,12,0,0.7878787878787878,0.6706973910331726,-0.09327127784490585,0.045548297464847565,-0.13881957530975342,0.11992688477039337,0.0,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,0,Balance (0.5 point) F,0,temporal_mean,33,12,0,0.7878787878787878,0.6706973910331726,0.4070681929588318,0.12684263288974762,0.28022557497024536,0.08306767046451569,0.0,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,1,Straight back (0.5) L,0,zero,33,6,7,0.7575757575757576,0.7199889421463013,-0.14402015507221222,0.042004551738500595,-0.1860247105360031,0.209982767701149,0.12891018390655518,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,1,Straight back (0.5) L,0,temporal_mean,33,6,7,0.7575757575757576,0.7199889421463013,0.20919054746627808,0.017990589141845703,0.19119995832443237,0.05234117433428764,0.04997928440570831,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,2,Full back leg extended (0.5 point) L,1,zero,33,6,53,0.45454545454545453,0.47433003783226013,-0.14007507264614105,0.011447369121015072,-0.1515224426984787,0.04578784108161926,0.1016971692442894,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,2,Full back leg extended (0.5 point) L,1,temporal_mean,33,6,53,0.45454545454545453,0.47433003783226013,0.05247727409005165,0.005142683163285255,0.047334589064121246,0.04851141199469566,0.09168035537004471,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,3,Slow reverse movement (0.5 point) L,1,zero,33,8,22,0.5757575757575758,0.5275147557258606,0.3040470480918884,0.041661690920591354,0.26238536834716797,0.08560514450073242,0.10942808538675308,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,3,Slow reverse movement (0.5 point) L,1,temporal_mean,33,8,22,0.5757575757575758,0.5275147557258606,-0.16475915908813477,-0.0471959263086319,-0.11756323277950287,0.03441426157951355,0.12443143874406815,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,4,Support knee bend 15-20° (0.5 point) L,0,zero,33,6,9,0.9090909090909091,0.7479245662689209,-0.07356959581375122,-0.03723132982850075,-0.03633826598525047,0.037059321999549866,0.12515828013420105,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s42.pt,fact,deadlift,00110,42,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,33,6,9,0.9090909090909091,0.7479245662689209,-0.0007225545705296099,0.0016826419159770012,-0.00240519642829895,0.023004693910479546,0.11033465713262558,240
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,0,Balance (0.5 point) F,0,zero,33,12,0,0.8787878787878788,0.8394787907600403,0.2636170983314514,0.14293253421783447,0.12068456411361694,0.1458275467157364,0.0,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,0,Balance (0.5 point) F,0,temporal_mean,33,12,0,0.8787878787878788,0.8394787907600403,0.39027851819992065,0.09160348027944565,0.2986750304698944,0.06080273166298866,0.0,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,1,Straight back (0.5) L,0,zero,33,6,7,0.9393939393939394,0.8885061144828796,0.11359700560569763,0.13250425457954407,-0.018907248973846436,0.2068948894739151,0.20660066604614258,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,1,Straight back (0.5) L,0,temporal_mean,33,6,7,0.9393939393939394,0.8885061144828796,-0.02967228926718235,-0.015521908178925514,-0.014150381088256836,0.01368726510554552,0.10117582976818085,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,2,Full back leg extended (0.5 point) L,1,zero,33,6,53,0.42424242424242425,0.39122989773750305,0.12463860213756561,0.06480826437473297,0.05983033776283264,0.1279771476984024,0.18100810050964355,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,2,Full back leg extended (0.5 point) L,1,temporal_mean,33,6,53,0.42424242424242425,0.39122989773750305,0.24738386273384094,0.03992079943418503,0.20746305584907532,0.08108758181333542,0.129595085978508,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,3,Slow reverse movement (0.5 point) L,1,zero,33,8,22,0.6060606060606061,0.5811038017272949,0.5036500692367554,0.14230044186115265,0.3613496422767639,0.1757672280073166,0.1742388755083084,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,3,Slow reverse movement (0.5 point) L,1,temporal_mean,33,8,22,0.6060606060606061,0.5811038017272949,0.18525230884552002,-0.001728307455778122,0.18698062002658844,0.06167835742235184,0.13956472277641296,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,4,Support knee bend 15-20° (0.5 point) L,0,zero,33,6,9,0.7878787878787878,0.7660999298095703,-0.06488742679357529,-0.032837726175785065,-0.03204970061779022,0.0764794573187828,0.18380200862884521,275
results/context_evidence/v2/checkpoints\fact_deadlift_00110_s7.pt,fact,deadlift,00110,7,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,33,6,9,0.7878787878787878,0.7660999298095703,-0.13517619669437408,-0.029329396784305573,-0.10584679991006851,0.0648949146270752,0.14264284074306488,275
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,0,Balance (0.5 point) F,1,zero,10,12,1,0.3,0.49915528297424316,-0.13127198815345764,-0.036257438361644745,-0.0950145497918129,0.05079914629459381,0.0,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,0,Balance (0.5 point) F,1,temporal_mean,10,12,1,0.3,0.49915528297424316,-0.09392867982387543,-0.05236661434173584,-0.04156206548213959,0.03461095690727234,0.0,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,1,Straight back (0.5) L,1,zero,10,6,1,0.6,0.5226946473121643,0.3529171347618103,0.03413359448313713,0.31878355145454407,0.19629737734794617,0.11633088439702988,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,1,Straight back (0.5) L,1,temporal_mean,10,6,1,0.6,0.5226946473121643,-0.2290799617767334,-0.009939121082425117,-0.21914084255695343,0.04117166996002197,0.05420827865600586,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,2,Full back leg extended (0.5 point) L,1,zero,10,6,0,0.9,0.6828387975692749,0.4690268933773041,0.033830635249614716,0.43519625067710876,0.055882882326841354,0.19712498784065247,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,2,Full back leg extended (0.5 point) L,1,temporal_mean,10,6,0,0.9,0.6828387975692749,-0.044168900698423386,-0.01442704163491726,-0.029741859063506126,0.022713419049978256,0.062262095510959625,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,3,Slow reverse movement (0.5 point) L,1,zero,10,8,0,0.3,0.39306142926216125,-0.0006173088913783431,-0.007115153130143881,0.006497844122350216,0.12608948349952698,0.24899859726428986,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,3,Slow reverse movement (0.5 point) L,1,temporal_mean,10,8,0,0.3,0.39306142926216125,-0.22553721070289612,-0.056853994727134705,-0.1686832159757614,0.047531358897686005,0.08213015645742416,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,4,Support knee bend 15-20° (0.5 point) L,0,zero,10,6,0,1.0,0.7662208676338196,0.17722287774085999,0.008741943165659904,0.16848093271255493,0.025832844898104668,0.27044281363487244,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s123.pt,fact,deadlift,11110,123,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,10,6,0,1.0,0.7662208676338196,0.02212502993643284,0.0009272999595850706,0.0211977306753397,0.013904363848268986,0.0767214298248291,161
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,0,Balance (0.5 point) F,1,zero,10,12,1,0.0,0.17474406957626343,-0.4542763829231262,-0.08453081548213959,-0.36974555253982544,0.07159783691167831,0.0,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,0,Balance (0.5 point) F,1,temporal_mean,10,12,1,0.0,0.17474406957626343,-0.4328152537345886,-0.10213075578212738,-0.33068448305130005,0.08596840500831604,0.0,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,1,Straight back (0.5) L,1,zero,10,6,1,0.2,0.23587346076965332,0.16929787397384644,-0.051911309361457825,0.22120918333530426,0.2270752489566803,0.22646105289459229,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,1,Straight back (0.5) L,1,temporal_mean,10,6,1,0.2,0.23587346076965332,-0.09734455496072769,-0.008738009259104729,-0.08860654383897781,0.027724023908376694,0.067027747631073,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,2,Full back leg extended (0.5 point) L,1,zero,10,6,0,0.8,0.7134127616882324,0.6420818567276001,0.05980454385280609,0.5822772979736328,0.12385359406471252,0.19928161799907684,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,2,Full back leg extended (0.5 point) L,1,temporal_mean,10,6,0,0.8,0.7134127616882324,0.2604479491710663,0.001961774891242385,0.25848618149757385,0.09403152018785477,0.10476712882518768,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,3,Slow reverse movement (0.5 point) L,1,zero,10,8,0,0.6,0.5592368245124817,0.2880554795265198,0.07459692656993866,0.21345855295658112,0.15242084860801697,0.3134284019470215,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,3,Slow reverse movement (0.5 point) L,1,temporal_mean,10,8,0,0.6,0.5592368245124817,-0.15935379266738892,-0.060228776186704636,-0.09912501275539398,0.05184346064925194,0.13292594254016876,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,4,Support knee bend 15-20° (0.5 point) L,0,zero,10,6,0,1.0,0.827837347984314,0.3879827857017517,0.06107646971940994,0.32690632343292236,0.1203015148639679,0.2633596956729889,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s42.pt,fact,deadlift,11110,42,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,10,6,0,1.0,0.827837347984314,-0.042871057987213135,0.00021040451247245073,-0.043081462383270264,0.029335884377360344,0.18960243463516235,242
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,0,Balance (0.5 point) F,1,zero,10,12,1,0.0,0.2822406589984894,-0.32805317640304565,-0.08853315562009811,-0.23952001333236694,0.11798835545778275,0.0,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,0,Balance (0.5 point) F,1,temporal_mean,10,12,1,0.0,0.2822406589984894,-0.2759684920310974,-0.08124842494726181,-0.194720059633255,0.04834011197090149,0.0,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,1,Straight back (0.5) L,1,zero,10,6,1,0.2,0.223717600107193,0.15704265236854553,-0.0972164124250412,0.25425904989242554,0.22019101679325104,0.14425323903560638,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,1,Straight back (0.5) L,1,temporal_mean,10,6,1,0.2,0.223717600107193,-0.16126957535743713,-0.005360403098165989,-0.15590916574001312,0.019052699208259583,0.05480985715985298,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,2,Full back leg extended (0.5 point) L,1,zero,10,6,0,0.8,0.5801623463630676,0.4312531054019928,0.09059636294841766,0.34065675735473633,0.18241117894649506,0.18086008727550507,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,2,Full back leg extended (0.5 point) L,1,temporal_mean,10,6,0,0.8,0.5801623463630676,0.07090624421834946,0.02092169225215912,0.04998455196619034,0.04713991656899452,0.061786554753780365,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,3,Slow reverse movement (0.5 point) L,1,zero,10,8,0,0.1,0.22861416637897491,-0.14313045144081116,-0.1487414687871933,0.005611017346382141,0.266114205121994,0.1605072021484375,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,3,Slow reverse movement (0.5 point) L,1,temporal_mean,10,8,0,0.1,0.22861416637897491,-0.07087142765522003,-0.044430650770664215,-0.026440776884555817,0.04288320988416672,0.08786658942699432,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,4,Support knee bend 15-20° (0.5 point) L,0,zero,10,6,0,1.0,0.9027602076530457,0.05309351161122322,0.04925047233700752,0.0038430392742156982,0.10536783933639526,0.2765728533267975,277
results/context_evidence/v2/checkpoints\fact_deadlift_11110_s7.pt,fact,deadlift,11110,7,4,Support knee bend 15-20° (0.5 point) L,0,temporal_mean,10,6,0,1.0,0.9027602076530457,-0.0003130853292532265,4.73582758786506e-06,-0.00031782116275280714,0.0037102196365594864,0.10723389685153961,277
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,0,Feet Out 30 F,0,zero,17,10,1,0.47058823529411764,0.4597363770008087,0.42958053946495056,0.10109549760818481,0.32848504185676575,0.26696664094924927,0.0,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,0,Feet Out 30 F,0,temporal_mean,17,10,1,0.47058823529411764,0.4597363770008087,-0.34399616718292236,-0.03532305732369423,-0.30867311358451843,0.1335865557193756,0.0,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,1,Whole Feet Flat On the Floor (1) L,0,zero,17,8,0,1.0,0.9675582647323608,0.6817450523376465,0.10799036175012589,0.5737546682357788,0.2359633892774582,0.15877211093902588,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,1,Whole Feet Flat On the Floor (1) L,0,temporal_mean,17,8,0,1.0,0.9675582647323608,0.00099330791272223,0.002048313384875655,-0.0010550054721534252,0.009464648552238941,0.1351102590560913,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,2,Bend Hips and Knees Simultaniously (1) L,0,zero,17,8,3,0.8823529411764706,0.8523668050765991,-0.09985166788101196,0.06074695289134979,-0.16059862077236176,0.18596774339675903,0.2290770560503006,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,2,Bend Hips and Knees Simultaniously (1) L,0,temporal_mean,17,8,3,0.8823529411764706,0.8523668050765991,-0.03160756826400757,-0.03326020389795303,0.001652635633945465,0.02785619907081127,0.13202090561389923,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,3,Hips backwards (1) L,0,zero,17,8,5,0.47058823529411764,0.4764147400856018,-0.3653210699558258,0.05618591234087944,-0.42150697112083435,0.3452140986919403,0.1817886382341385,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,3,Hips backwards (1) L,0,temporal_mean,17,8,5,0.47058823529411764,0.4764147400856018,-0.2868504226207733,-0.045311469584703445,-0.24153895676136017,0.1327989250421524,0.09792584925889969,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,4,Lower back neural (1) L,0,zero,17,6,5,1.0,0.9645585417747498,0.740912675857544,0.012450039386749268,0.7284626364707947,0.024433864280581474,0.19540023803710938,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,4,Lower back neural (1) L,0,temporal_mean,17,6,5,1.0,0.9645585417747498,0.09143342822790146,0.008343889378011227,0.08308953791856766,0.012705394066870213,0.09077636152505875,274
results/context_evidence/v2/checkpoints\fact_squat_000000_s123.pt,fact,squat,000000,123,5,Hips are lower than knees level (1 point) L,0,zero,17,6,42,0.11764705882352941,0.19462350010871887,-0.12468551099300385,-0.06827769428491592,-0.05640781670808792,0.16142182052135468,0.19248715043067932,274
